Level1,Level2,Level3,Federal,State,Local
d,Dalarna,Lärare i förskola/Förskollärare,6,0,0
d,Danska,Kundtjänstmedarbetare,7,0,0
d,Dari,Modersmålslärare i grundskolan,6,0,0
d,Deltid,Butikssäljare/Medarbetare; dagligvaror,9,0,0
d,Deltid,Butikssäljare; fackhandel,8,0,0
d,distans,Läkarsekreterare/Vårdadmin/Medicinsk sekreterare,5,0,0
d,Deltid,Kundtjänstmedarbetare,10,0,0
d,Deltid,Receptionist; telefonist,6,0,0
d,Design,Grafisk formgivare,5,0,0
d,Developer,Mjukvaruutvecklare,5,0,0
d,Developer,Systemutvecklare/Programmerare,14,0,0
d,Distans,Läkarsekreterare/Vårdadmin/Medicinsk sekreterare,5,0,0
d,Distans,Lärare i gymnasiet,6,0,0
d,Deltid,Personlig assistent,7,0,0
d,distans,Innesäljare,11,0,0
d,distans,Universitets- och högskolelektor,8,0,0
d,distans,Enhetschef inom social omsorg,6,0,0
d,deltid,Marknadsassistent,9,0,0
d,distans,Försäkringsrådgivare/Försäkringssäljare,5,0,0
d,deltid,Lagerarbetare,10,0,0
d,deltid,Kontorsreceptionist,8,0,0
d,deltid,Kontorsbiträde,6,0,0
d,deltid,Ekonomiassistent,25,0,0
d,deltid,Butikssäljare; fackhandel,18,0,0
d,deltid,Butikssäljare/Medarbetare; dagligvaror,13,0,0
d,deltid,Bensinstationsbiträde/Servicebiträde,7,0,0
d,deltid,Administrativ assistent,45,0,0
d,deisy's,Butikssäljare; fackhandel,5,0,0
d,degerfors karlskoga,Personlig assistent,7,0,0
d,dari,Studie- och yrkesvägledare,6,0,0
d,dari,Modersmålslärare i grundskolan,12,0,0
d,dari,Jobbcoach/Utbildningscoach,6,0,0
d,deltid,Badvakt,5,0,0
d,danska,Kundtjänstmedarbetare,10,0,0
d,diskare,Diskare,61,0,0
d,distans,Besöksbokare/Kundbokare,5,0,0
d,dansktalande,Kundtjänstmedarbetare,5,0,0
d,disk,Restaurangbiträde,5,0,0
d,dhigma,Distributionsförare,6,0,0
d,developer,Systemutvecklare/Programmerare,7,0,0
d,deltid,Telefonförsäljare,9,0,0
d,designer,Grafisk formgivare,6,0,0
d,deltid,Servitör/Servitris,6,0,0
d,deltid,Restaurangbiträde,19,0,0
d,deltid,Receptionist; telefonist,22,0,0
d,deltid,Personlig assistent,26,0,0
d,dagtid,Personlig assistent,7,0,0
d,dagtid,Servitör/Servitris,5,0,0
d,deltid,Städare/Lokalvårdare,7,0,0
e,enhetschef,Enhetschef inom social omsorg,7,0,0
e,ensamkommande,Socialsekreterare,10,0,0
e,ensamkommande,Behandlingsassistent/Socialpedagog,13,0,0
e,enhetschef,Enhetschef; offentlig förvaltning,10,0,0
e,enhetschef,Enhetschef inom socialtjänst,7,0,0
e,english,Telefonintervjuare,10,0,0
e,english,Marknadskoordinator,13,0,0
e,english,Städare/Lokalvårdare,5,0,0
e,english,Skolassistent,10,0,0
e,english,Personalutbildare,13,0,0
e,english,Mjukvaruutvecklare,8,0,0
e,english,Lärare i gymnasiet,17,0,0
e,ericsson,Systemutvecklare/Programmerare,5,0,0
e,english,Systemutvecklare/Programmerare,16,0,0
e,eriksberg,Personlig assistent,5,0,0
e,extrajobb,Barnflicka/Barnvakt,8,0,0
e,eskilstuna,Modersmålslärare/Modersmålspedagog,6,0,0
e,extrajobb,Lagerarbetare,5,0,0
e,extrajobb,Eventsäljare/Eventförsäljare,5,0,0
e,english,Lärare i grundskolan; årskurs 7-9,10,0,0
e,extra,Restaurangbiträde,6,0,0
e,extra,Rekryterare/Rekryteringskonsult,6,0,0
e,extra,Lagerarbetare,9,0,0
e,extra,Kundtjänstmedarbetare,8,0,0
e,extra,Butikssäljare; fackhandel,6,0,0
e,extra,Barnflicka/Barnvakt,6,0,0
e,export,Internationell säljare,7,0,0
e,eventpersonal,Eventsäljare/Eventförsäljare,6,0,0
e,event,Servicehandläggare,5,0,0
e,event,Projektledare; reklam,7,0,0
e,event,Eventsäljare/Eventförsäljare,10,0,0
e,espresso house,Barista/Kaffebartender,5,0,0
e,eskilstuna,Lagerarbetare,7,0,0
e,english,Logistiker,7,0,0
e,english,Försäljningsassistent,15,0,0
e,english,Kundtjänstmedarbetare,6,0,0
e,elektriker,Eltekniker,7,0,0
e,el,Truckförare,5,0,0
e,el,Elmontör,6,0,0
e,ekonomiskt,Socialsekreterare,8,0,0
e,ekonomiansvarig,Redovisningsekonom,13,0,0
e,ekonomiansvarig,Ekonomichef,9,0,0
e,ekonomi,Redovisningskonsult,8,0,0
e,ekonomi,Redovisningsekonom,35,0,0
e,ekonomi,Förvaltningsekonom,5,0,0
e,ekonomi,Ekonomichef,6,0,0
e,ekonomi,Ekonomiassistent,28,0,0
e,ekonomi,Controller,12,0,0
e,ekonomi,Administrativ chef,8,0,0
e,ekonomi,Administrativ assistent,5,0,0
e,ekonom,Redovisningsekonom,52,0,0
e,ekonom,Förvaltningsekonom,21,0,0
e,ekonom,Finansanalytiker,5,0,0
e,ekonom,Ekonomikonsult,5,0,0
e,ekonom,Ekonomiassistent,26,0,0
e,ekonom,Controller,12,0,0
e,eidar,Hyreskonsulent,6,0,0
e,eftermiddag,Personlig assistent,7,0,0
e,e-handel,Systemutvecklare/Programmerare,8,0,0
e,elektriker,Industrielektriker,8,0,0
e,elektriker,Installationselektriker,67,0,0
e,elektriker,Installationstekniker,7,0,0
e,elektriker,Ledande montör; el,6,0,0
e,english,Key account manager,6,0,0
e,english,Internationell säljare,10,0,0
e,english,Informatör/Kommunikatör,5,0,0
e,english,HR-konsult/PA-konsult,5,0,0
e,english,Gruppledare för kontorspersonal,10,0,0
e,english,Elevassistent,8,0,0
e,english,Ekonomiassistent,7,0,0
e,english,Barnflicka/Barnvakt,12,0,0
e,english,Administrativ assistent,26,0,0
e,english,Account manager,5,0,0
e,engelska lärare,Lärare i gymnasiet,5,0,0
e,english,Kvalitetsingenjör/-tekniker; maskin,6,0,0
e,engelska,Receptionist; telefonist,9,0,0
e,engelska,Lärare i grundskolan; årskurs 7-9,30,0,0
e,engelska,Lärare i grundskolan; årskurs 4-6,12,0,0
e,engelska,Ekonomiassistent,7,0,0
e,engelska,Administrativ assistent,17,0,0
e,embedded,Mjukvaruutvecklare,6,0,0
e,elkraft,Elkrafttekniker,5,0,0
e,elkraft,Elingenjör,9,0,0
e,elkraft,Civilingenjör; elkraft,5,0,0
e,elevkoordinator,Utbildningskoordinator,11,0,0
e,elektriker,Serviceelektriker; installation,60,0,0
e,elektriker,Lärling; installationselektriker,9,0,0
e,engelska,Lärare i gymnasiet,74,0,0
e,elgiganten,Butikssäljare; fackhandel,6,0,0
e,engelska lärare,Lärare i grundskolan; årskurs 1-3,5,0,0
e,Engelska lärare,Lärare i grundskolan; årskurs 7-9,5,0,0
e,Elgiganten,Butikssäljare; fackhandel,5,0,0
e,Engelska,Administrativ assistent,5,0,0
e,Engelska,Lärare i grundskolan; årskurs 4-6,14,0,0
e,Engelska,Lärare i grundskolan; årskurs 7-9,11,0,0
e,Engelska,Lärare i gymnasiet,16,0,0
e,English,Administrativ assistent,5,0,0
e,English,Gruppledare för kontorspersonal,5,0,0
e,English,Kundtjänstmedarbetare,6,0,0
e,Elektriker lärling,Serviceelektriker; installation,5,0,0
e,English,Lärare i gymnasiet,5,0,0
e,Enhetschef,Enhetschef inom social omsorg,9,0,0
e,Enhetschef,Enhetschef; offentlig förvaltning,11,0,0
e,Episerver,Systemutvecklare/Programmerare,5,0,0
e,Event,Eventsäljare/Eventförsäljare,7,0,0
e,Event,Projektledare; reklam,5,0,0
e,Event,Teamledare,5,0,0
e,Extra,Butikssäljare; fackhandel,5,0,0
e,Extra,Lagerarbetare,5,0,0
e,English,Skolassistent,5,0,0
e,Elektriker,Serviceelektriker; installation,27,0,0
e,Elektriker,Installationselektriker,41,0,0
e,Ekonom,Controller,13,0,0
e,Elektriker,Eltekniker,8,0,0
e,El,Projektledare; bygg och anläggning,5,0,0
e,El,Elingenjör,5,0,0
e,Ekonomi,Redovisningsekonom,16,0,0
e,Ekonomi,Ekonomiassistent,12,0,0
e,Ekonom,Revisor,6,0,0
e,Ekonom,Redovisningsekonom,48,0,0
e,Ekonom,Förvaltningsekonom,5,0,0
e,Ekonom,Ekonomiassistent,23,0,0
e,Elektriker,Industrielektriker,9,0,0
f,fritidspedagog,Lärare i fritidshem/Fritidspedagog,33,0,0
f,fritidspedagog,Behandlingsassistent/Socialpedagog,5,0,0
f,fritidslärare,Lärare i fritidshem/Fritidspedagog,6,0,0
f,fritidsledare,Lärare i fritidshem/Fritidspedagog,11,0,0
f,fritidsledare,Fritidsledare,5,0,0
f,french,Kundtjänstmedarbetare,6,0,0
f,fritids lärare,Lärare i grundskolan; årskurs 4-6,7,0,0
f,fritids lärare,Lärare i fritidshem/Fritidspedagog,5,0,0
f,fritids,Lärare i fritidshem/Fritidspedagog,9,0,0
f,fritid,Lärare i gymnasiet - yrkesämnen,5,0,0
f,fritid,Lärare i fritidshem/Fritidspedagog,5,0,0
f,fritidsledare,Behandlingsassistent/Socialpedagog,5,0,0
f,franska,Receptionist; telefonist,5,0,0
f,finska,Garantihandläggare,8,0,0
f,franska,Lärare i gymnasiet,46,0,0
f,frontend,Frontend-utvecklare,10,0,0
f,franska,Lärare i grundskolan; årskurs 7-9,107,0,0
f,franska,Lärare i grundskolan; årskurs 4-6,8,0,0
f,franska,Departementssekreterare,9,0,0
f,franska,Cirkelledare/Studiecirkelledare,13,0,0
f,forskare,Forskarassistent,14,0,0
f,forex,Valutaförsäljare,17,0,0
f,forensiker,IT-forensiker,5,0,0
f,folkhögskola,Folkhögskolelärare,26,0,0
f,folkhälso*,Forskarassistent,5,0,0
f,flytt,Barnflicka/Barnvakt,6,0,0
f,franska,Modersmålslärare/Modersmålspedagog,8,0,0
f,fysik,Lärare i gymnasiet,13,0,0
f,förskolan,Barnskötare,5,0,0
f,förare,Bussförare/Busschaufför,18,0,0
f,förvaltningsledare,Systemförvaltare,19,0,0
f,förvaltningsledare,Projektledare; IT,10,0,0
f,förvaltningsledare,IT-strateg,9,0,0
f,förvaltare,Fastighetsförvaltare,6,0,0
f,försörjningsstöd,Socialsekreterare,14,0,0
f,försäkringskassan,Personlig handläggare; försäkringskassa,48,0,0
f,försäkringskassan,Försäkringsutredare; försäkringskassa,9,0,0
f,försvarsmakten,Soldat/Sjöman,5,0,0
f,förstelärare,Lärare i grundskolan; årskurs 4-6,11,0,0
f,förskolelärare,Lärare i förskoleklass,7,0,0
f,förskoleklass,Lärare i förskoleklass,6,0,0
f,finsktalande,Kundtjänstmedarbetare,12,0,0
f,fältsäljare,Utesäljare,7,0,0
f,förskola,Lärare i förskola/Förskollärare,40,0,0
f,förskola,Barnskötare,29,0,0
f,företagsekonomi,Universitets- och högskolelektor,5,0,0
f,företagsekonomi,Universitets- och högskoleadjunkt,5,0,0
f,förare,Transportchef,6,0,0
f,förare,Trafikplanerare; transportföretag,5,0,0
f,förare,Trafikledare; vägtrafik,5,0,0
f,förare,Taxiförare/Taxichaufför,61,0,0
f,förare,Soldat/Sjöman,6,0,0
f,förare,Parkarbetare/Utemiljöarbetare/Miljövärd,6,0,0
f,förare,Färdtjänstförare,21,0,0
f,förare,Distributionsförare,21,0,0
f,förare,Bygg- och anläggningsförare,17,0,0
f,förskola,Kock; storhushåll,7,0,0
f,finsktalande,Account manager,8,0,0
f,finska,Ekonomiassistent,7,0,0
f,finska,Modersmålslärare/Modersmålspedagog,5,0,0
f,finska,Innesäljare,13,0,0
f,Folkhögskola,Folkhögskolelärare,12,0,0
f,Flytt,Barnflicka/Barnvakt,6,0,0
f,Finsktalande,Kundtjänstmedarbetare,12,0,0
f,Finska,Modersmålslärare i grundskolan,5,0,0
f,finska,Personlig assistent,5,0,0
f,Finska,Backofficepersonal,5,0,0
f,Fastighetsskötsel,Fastighetsskötare/Fastighetsarbetare,17,0,0
f,Farsta,Personlig assistent,9,0,0
f,Farsta,Idrottsplatsvaktmästare/Idrottsplatsarbetare,6,0,0
f,Farsta,Frukostvärd/Frukostvärdinna,5,0,0
f,Farsta,Butikssäljare; fackhandel,8,0,0
f,Franska,Lärare i grundskolan; årskurs 7-9,20,0,0
f,Farsta,Butikssäljare/Medarbetare; dagligvaror,7,0,0
f,Farmaceut,Farmaceut/Apotekare,5,0,0
f,FRANSKA,Lärare i grundskolan; årskurs 7-9,5,0,0
f,factory,Innesäljare,5,0,0
f,fair,Receptionist; telefonist,5,0,0
f,fakturering,Ekonomiassistent,5,0,0
f,falun,Dataoperatör,6,0,0
f,farsta,Brevbärare,7,0,0
f,farsta,Butikssäljare; fackhandel,8,0,0
f,farsta,Lagerarbetare,5,0,0
f,fashion,Butikssäljare; fackhandel,8,0,0
f,fast,Personlig assistent,11,0,0
f,finska,Backofficepersonal,5,0,0
f,Farsta,Brevbärare,6,0,0
f,Franska,Lärare i gymnasiet,6,0,0
f,Finska,Kundtjänstmedarbetare,8,0,0
f,French,Telefonintervjuare,6,0,0
f,finska,Journalist/Reporter,6,0,0
f,finska,Kundtjänstmedarbetare,27,0,0
f,finska,Modersmålslärare i grundskolan,5,0,0
f,Förvaltningsledare,Systemförvaltare,5,0,0
f,Försäljning,Utesäljare,8,0,0
f,Försäljning,Innesäljare,5,0,0
f,French,Kundtjänstmedarbetare,6,0,0
f,Försäljning,Account manager,11,0,0
f,Förstelärare,Lärare i grundskolan; årskurs 4-6,7,0,0
f,Förskolelärare,Lärare i förskoleklass,6,0,0
f,Förskola,Lärare i förskoleklass,7,0,0
f,Förskola,Lärare i förskola/Förskollärare,19,0,0
f,Förskola,Barnskötare,18,0,0
f,Fritidspedagog,Lärare i fritidshem/Fritidspedagog,29,0,0
f,Friluftsfrämjandet,Föreningskonsulent,5,0,0
f,Försäkringskassan,Personlig handläggare; försäkringskassa,16,0,0
g,grafisk,Grafisk formgivare,13,0,0
g,granngården,Butikssäljare/Medarbetare; dagligvaror,7,0,0
g,grävmaskinist,Grävmaskinförare,7,0,0
g,göteborg,Butikssäljare; fackhandel,7,0,0
g,gymnasielärare,Lärare i gymnasiet,24,0,0
g,gymnasielärare samhällskunskap,Lärare i gymnasiet,7,0,0
g,gymnasium,Lärare i gymnasiet,7,0,0
g,göteborg,Administrativ assistent,17,0,0
g,god assistans,Personlig assistent,5,0,0
g,göteborg,Kundtjänstmedarbetare,13,0,0
g,gym,Butikssäljare; fackhandel,6,0,0
g,gitarr,Musikpedagog/Musiklärare,5,0,0
g,Göteborg,Lärare i förskola/Förskollärare,7,0,0
g,gaston,Marknadsförare,5,0,0
g,Göteborg HiQ,Mjukvaruutvecklare,12,0,0
g,Göteborg,Personlig assistent,13,0,0
g,Göteborg,Lärare i fritidshem/Fritidspedagog,5,0,0
g,göteborg,Städare/Lokalvårdare,7,0,0
g,Göteborg,Butikssäljare/Medarbetare; dagligvaror,5,0,0
g,Göteborg,Account manager,7,0,0
g,Gävleborg,Undersköterska; vård- o specialavd. o mottagning,6,0,0
g,Gävleborg,Sjukhusstädare,9,0,0
g,Gävle kommun,Lagerarbetare,7,0,0
g,Gymnasielärare,Lärare i gymnasiet,8,0,0
g,geografi,Lärare i gymnasiet,5,0,0
g,Göteborg,Kontorsreceptionist,6,0,0
g,guldfynd,Butikssäljare; fackhandel,7,0,0
h,handläggare,Kundtjänstmedarbetare,13,0,0
h,hela sverige,Administrativ assistent,5,0,0
h,hela sverige,Fjärrbilsförare,7,0,0
h,hela sverige,Lagerarbetare,6,0,0
h,hela sverige,Nätverkstekniker,10,0,0
h,hela sverige,Städare/Lokalvårdare,14,0,0
h,hela sverige,Svetsare; manuell,8,0,0
h,hela sverige,Truckförare,24,0,0
h,helg,Butikssäljare; fackhandel,11,0,0
h,helg,Personlig assistent,16,0,0
h,helg,Receptionist; telefonist,6,0,0
h,helg,Restaurangbiträde,5,0,0
h,hemifrån,Administrativ assistent,5,0,0
h,hemifrån,Besöksbokare/Kundbokare,23,0,0
h,hemifrån,Innesäljare,8,0,0
h,hemifrån,Intervjuare; opinionsundersökning,5,0,0
h,hemifrån,Kundtjänstmedarbetare,16,0,0
h,hemifrån,Marknadsanalytiker,5,0,0
h,hemifrån,Rekryterare/Rekryteringskonsult,6,0,0
h,hemifrån,Telefonförsäljare,12,0,0
h,hemifrån,Översättare,9,0,0
h,hemkunskap,Lärare i grundskolan; årskurs 7-9,7,0,0
h,hemköp,Butikssäljare/Medarbetare; dagligvaror,6,0,0
h,hemmakväll,Butikssäljare/Medarbetare; dagligvaror,12,0,0
h,hemstädare,Städare/Lokalvårdare,6,0,0
h,hemtjänst,Hemtjänstassistent,5,0,0
h,hemtjänst,Personlig assistent,6,0,0
h,hemtjänst,Undersköterska; hemtjänst och äldreboende,27,0,0
h,hemtjänst,Vårdbiträde,10,0,0
h,hemtjänsten,Undersköterska; hemtjänst och äldreboende,7,0,0
h,hela land,Svetsare; manuell,16,0,0
h,hiss,Lärling; installationselektriker,5,0,0
h,hela Sverige,Biomedicinsk analytiker,13,0,0
h,handläggare,Utbildningshandläggare,11,0,0
h,Hässelby,Personlig assistent,7,0,0
h,Hägersten,Personlig assistent,12,0,0
h,Hägersten,Lärare i förskola/Förskollärare,5,0,0
h,Hvb,Socionom,6,0,0
h,Hvb,Behandlingsassistent/Socialpedagog,21,0,0
h,Hund,Personlig assistent,22,0,0
h,Huddinge.,Sjuksköterska; grundutbildad,5,0,0
h,Hr,Rekryterare/Rekryteringskonsult,6,0,0
h,Hr,Personalchef/HR-chef,8,0,0
h,Hr,Personalansvarig,10,0,0
h,Hr,Personaladministratör/Personalassistent,14,0,0
h,Hr,HR-specialist/HR-adviser,41,0,0
h,Hr,HR-konsult/PA-konsult,30,0,0
h,Hr,HR-assistent,12,0,0
h,Hr,Administrativ assistent,5,0,0
h,hR,HR-konsult/PA-konsult,7,0,0
h,hR,HR-specialist/HR-adviser,6,0,0
h,halland,Läkarsekreterare/Vårdadmin/Medicinsk sekreterare,6,0,0
h,halland,Samhällsplanerare,6,0,0
h,handledare,Handläggare/Utredare; offentlig förvaltning,5,0,0
h,handledare,Jobbcoach/Utbildningscoach,17,0,0
h,handläggare,Administrativ assistent,11,0,0
h,handläggare,Administrativ utvecklare,5,0,0
h,handläggare,Departementssekreterare,14,0,0
h,handläggare,Handläggare/Utredare; offentlig förvaltning,59,0,0
h,handläggare,Institutionssekreterare,6,0,0
h,Historia,Lärare i gymnasiet,11,0,0
h,handläggare,Personlig handläggare; försäkringskassa,27,0,0
h,handläggare,Socialsekreterare,7,0,0
h,handläggare MUCF,Handläggare/Utredare; offentlig förvaltning,5,0,0
h,hiss,Teamledare,5,0,0
h,hemifrån,Marknadsundersökare,5,0,0
h,hotell,Frukostvärd/Frukostvärdinna,6,0,0
h,Hemstädning,Städare/Lokalvårdare,7,0,0
h,Hemkunskapslärare,Lärare i grundskolan; årskurs 7-9,5,0,0
h,Hemifrån,Telefonförsäljare,13,0,0
h,Hemifrån,Rekryterare/Rekryteringskonsult,5,0,0
h,Hemifrån,Marknadsanalytiker,5,0,0
h,Hemifrån,Kundtjänstmedarbetare,19,0,0
h,Hemifrån,Innesäljare,6,0,0
h,Hemifrån,Besöksbokare/Kundbokare,13,0,0
h,Hemifrån,Administrativ assistent,6,0,0
h,Helg,Personlig assistent,13,0,0
h,Helg,Butikssäljare; fackhandel,6,0,0
h,Hela sverige,Trädgårdsarbetare/Plantskolearbetare; trädgård,6,0,0
h,historia,Lärare i gymnasiet,12,0,0
h,Hela Sverige,Biomedicinsk analytiker,12,0,0
h,Hemtjänst,Undersköterska; hemtjänst och äldreboende,24,0,0
h,Haninge,Lärare i förskola/Förskollärare,7,0,0
h,Handläggare,Handläggare/Utredare; offentlig förvaltning,7,0,0
h,Handläggare,Administrativ assistent,5,0,0
h,Halland,Kommunikationstekniker,7,0,0
h,HVB,Vårdare/Arbetshandledare/Boendestödjare,5,0,0
h,HR administratör,Administrativ assistent,5,0,0
h,HR,Rekryterare/Rekryteringskonsult,18,0,0
h,HR,Personalchef/HR-chef,21,0,0
h,HR,Personalansvarig,14,0,0
h,HR,Personaladministratör/Personalassistent,5,0,0
h,HR,HR-specialist/HR-adviser,81,0,0
h,HR,HR-konsult/PA-konsult,72,0,0
h,HR,HR-assistent,22,0,0
h,HR,Controller,5,0,0
h,HR,Administrativ chef,6,0,0
h,Handläggare,Personlig handläggare; försäkringskassa,7,0,0
h,Herrängens,Lärare i grundskolan; årskurs 1-3,5,0,0
h,Hela Sverige,Servitör/Servitris,5,0,0
h,hästskötare,Barnskötare,12,0,0
h,hållbarhet,Administrativ assistent,6,0,0
h,hotell,Hovmästare,5,0,0
h,hotell,Nattreceptionist/Nattportier,6,0,0
h,hotell,Servitör/Servitris,18,0,0
h,housekeeping,Hotellstädare,5,0,0
h,hr,Administrativ assistent,5,0,0
h,hr,Administrativ chef,7,0,0
h,hr,HR-assistent,28,0,0
h,hr,HR-konsult/PA-konsult,65,0,0
h,hr,HR-specialist/HR-adviser,103,0,0
h,hr,Handläggare/Utredare; offentlig förvaltning,5,0,0
h,hr,Löneadministratör,8,0,0
h,hr,Personaladministratör/Personalassistent,32,0,0
h,hr,Personalansvarig,9,0,0
h,hotell,Hotellreceptionist,15,0,0
h,hr,Rekryterare/Rekryteringskonsult,20,0,0
h,hr,Personalchef/HR-chef,15,0,0
h,hälsa,Lärare i gymnasiet,6,0,0
h,hvb,Vårdare/Arbetshandledare/Boendestödjare,16,0,0
h,hvb,Socionom,12,0,0
h,hvb,Socialsekreterare,6,0,0
h,hvb,Behandlingsassistent/Socialpedagog,40,0,0
h,hus snickare,Träarbetare/Snickare,8,0,0
h,häst,Personlig assistent,5,0,0
h,hund,Personlig assistent,17,0,0
h,hund,Hundskötare/Hundvårdare,11,0,0
h,hund,Hundförare,6,0,0
h,humana,Personlig assistent,13,0,0
h,hultsfred,Personlig assistent,5,0,0
h,hunddagis,Hundskötare/Hundvårdare,8,0,0
i,Ingen arbetslivserfarenhet,Butikssäljare/Medarbetare; dagligvaror,10,0,0
i,Ingen arbetslivserfarenhet,Butikssäljare; fackhandel,23,0,0
i,Ingen arbetslivserfarenhet,Lagerarbetare,36,0,0
i,Ingen arbetslivserfarenhet,Personlig assistent,22,0,0
i,It-tekniker,Helpdesktekniker/Supporttekniker,6,0,0
i,Ingen arbetslivserfarenhet,Terminalarbetare,5,0,0
i,Invandrare,SFI-lärare,6,0,0
i,Insitepart,Lagerarbetare,5,0,0
i,It,Helpdesktekniker/Supporttekniker,11,0,0
i,It,IT-tekniker/Datatekniker,13,0,0
i,It,Systemutvecklare/Programmerare,10,0,0
i,Ingelstad,Lärare i prakt./estet och annat ämne,6,0,0
i,Ingenjör,Systemutvecklare/Programmerare,6,0,0
i,Ikea,Lagerarbetare,5,0,0
i,Ica,Avdelningschef; butik,8,0,0
i,Idrottslärare,Lärare i grundskolan; årskurs 7-9,9,0,0
i,Idrottslärare,Lärare i grundskolan; årskurs 4-6,10,0,0
i,Idrott,Lärare i grundskolan; årskurs 4-6,6,0,0
i,Ica,Lagerarbetare,10,0,0
i,Ica,Butikssäljare/Medarbetare; dagligvaror,61,0,0
i,IT,Systemutvecklare/Programmerare,26,0,0
i,IT,Systemförvaltare,5,0,0
i,IT,IT-tekniker/Datatekniker,31,0,0
i,IT,IT-strateg,5,0,0
i,IT,Helpdesktekniker/Supporttekniker,30,0,0
i,IT,Drifttekniker; data,6,0,0
i,ICA,Butikssäljare/Medarbetare; dagligvaror,13,0,0
i,It-tekniker,IT-tekniker/Datatekniker,5,0,0
i,Idrottslärare,Lärare i gymnasiet,15,0,0
i,inwido,Lagerarbetare,5,0,0
i,inköp,Inköpare,12,0,0
i,idrott,Lärare i grundskolan; årskurs 7-9,12,0,0
i,i,Lärare i grundskolan; årskurs 7-9,48,0,0
i,i,Lärare i grundskolan; årskurs 4-6,21,0,0
i,i,Lagerarbetare,8,0,0
i,istqb,Systemtestare,9,0,0
i,it,Account manager,6,0,0
i,it,Administrativ assistent,6,0,0
i,it,Driftledare; IT,6,0,0
i,it,Drifttekniker; data,7,0,0
i,it,Helpdesktekniker/Supporttekniker,84,0,0
i,it,IT-samordnare,5,0,0
i,it,IT-strateg,14,0,0
i,it,IT-tekniker/Datatekniker,37,0,0
i,it,Nätverkstekniker,5,0,0
i,it,Projektledare; IT,11,0,0
i,it,Systemadministratör,8,0,0
i,it,Systemansvarig,5,0,0
i,it,Systemförvaltare,7,0,0
i,it,Systemutvecklare/Programmerare,8,0,0
i,it,Säkerhetsadministratör; IT,6,0,0
i,it support,Helpdesktekniker/Supporttekniker,5,0,0
i,it tekniker,IT-tekniker/Datatekniker,8,0,0
i,italienska,Lärare i gymnasiet,9,0,0
i,iws,Svetsare; manuell,8,0,0
i,i,Lärare i gymnasiet,33,0,0
i,i,Modersmålslärare i grundskolan,15,0,0
i,i,Lärare i grundskolan; årskurs 1-3,6,0,0
i,i,Restaurangbiträde,5,0,0
i,ingenjör,Vägingenjör,5,0,0
i,ingenjör,VVS-ingenjör,6,0,0
i,ingenjör,Systemutvecklare/Programmerare,5,0,0
i,ingenjör,Mjukvaruutvecklare,11,0,0
i,ingenjör,Medicinteknisk ingenjör,5,0,0
i,ingenjör,Konstruktör; tillverkningsindustri,7,0,0
i,informationssäkerhet,Säkerhetsansvarig; IT,6,0,0
i,industriarbetare,Packare,8,0,0
i,i,Personlig assistent,6,0,0
i,industriarbetare,Maskinoperatör; mekanisk verkstad,21,0,0
i,industri,Montör; metallprodukter,6,0,0
i,illustrator,Grafisk formgivare,6,0,0
i,industriarbetare,Montör; metallprodukter,7,0,0
i,idrottslärare,Lärare i prakt./estet och annat ämne,6,0,0
i,ica,Butikssäljare/Medarbetare; dagligvaror,54,0,0
i,ikea,Lagerarbetare,6,0,0
i,ideella organisationer,Administrativ assistent,7,0,0
i,idrott,Lärare i grundskolan; årskurs 4-6,11,0,0
i,ica,Lagerarbetare,5,0,0
i,idrottslärare,Lärare i grundskolan; årskurs 1-3,7,0,0
i,idrottslärare,Lärare i grundskolan; årskurs 4-6,12,0,0
i,idrottslärare,Lärare i grundskolan; årskurs 7-9,12,0,0
i,idrottslärare,Lärare i gymnasiet,32,0,0
i,idrott,Lärare i gymnasiet,20,0,0
j,jurist,Affärsjurist,26,0,0
j,java programmerare,Systemutvecklare/Programmerare,6,0,0
j,japan,VD-sekreterare,5,0,0
j,japanska,Servitör/Servitris,5,0,0
j,japanska,Utbildningsadministratör/Utbildningssekreterare,5,0,0
j,java,Applikationsutvecklare/Apputvecklare,6,0,0
j,java,Mjukvaruutvecklare,15,0,0
j,java,Systemtestare,5,0,0
j,java,Systemutvecklare/Programmerare,68,0,0
j,java myndighet,Systemutvecklare/Programmerare,5,0,0
j,javascript,Systemutvecklare/Programmerare,8,0,0
j,jurist,Arbetsrättsjurist,10,0,0
j,jobb,Distributionsförare,5,0,0
j,Järfälla,Sjuksköterska; grundutbildad,9,0,0
j,jurist,Advokat,21,0,0
j,jönköping,Lagerarbetare,15,0,0
j,jönköping,Administrativ assistent,7,0,0
j,järna,Truckförare,7,0,0
j,järna,Personlig assistent,5,0,0
j,jysk,Butikschef,5,0,0
j,jurist,Verksjurist,8,0,0
j,jurist,Utvecklingschef,5,0,0
j,jurist,Upphandlare,6,0,0
j,jurist,Organisationsjurist,13,0,0
j,jurist,Kommunjurist,12,0,0
j,Jurist,Utvecklingschef,5,0,0
j,jurist,Juristassistent/Paralegal,16,0,0
j,jurist,Juridisk ombudsman,6,0,0
j,jurist,Förvaltningsjurist,9,0,0
j,jurist,Försäkringstjänsteman,6,0,0
j,jurist,Företagsjurist,5,0,0
j,jurist,Fastighetsjurist,7,0,0
j,jurist,Familjerättsjurist,55,0,0
j,jurist,Budget- och skuldrådgivare,6,0,0
